Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
MCS,3,McCarthy South,MCS_3,6/5/2020,2020,6,5,9:15:00,10:32:00,1:17,DCT,Rural,43.11861507,-89.19289394,321602.102,4776320.986,COUNTY OF DANE,Koshkonong Creek,Headwaters Koshkonong Creek,51.5,4218,NA,2010,Natural,0,0,0.210144928,0,0.782608696,0.007246377,0.005733945,0.02293578,0.106651376,0.006880734,0.853211009,0.004587156,0.000286,0.518613975,0.073024055,0.010595647,0.041523482,0.018041237,0.02233677,0.035509737,0,0.223940435,0,0.035223368,0.001145475,0,0.01975945,0.070160367,0.108247423,0.055269187,0.02233677,0.74255441,0.001145475,22,3,76,90,0,0,22,403.4,427.7,58.7,4.95,0.21,202.43,594.3,7.58,3.48,41.55,413.88,7.68,0.2,451.08,22.65,87.94,NA,0,40,30,30,10,90,"Firm Soil,Mud,Leaf Litter",4,2,3,4,3.25,3,"Shallow bench of water surrounds pond with cattails and lots of logs cut down into water. All DW species present in cattails. In open water dominated by submergent (flat leaf), pond only .8m deep most of the way, muddy leaf litter at edges but fiem soil in the middle.",NA,42,19,19,0,4,23,0,42,0,4,4,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MCS,4,McCarthy South,MCS_4,7/22/2020,2020,7,22,7:40:00,8:57:00,1:17,DCT,Rural,43.11861507,-89.19289394,321602.102,4776320.986,COUNTY OF DANE,Koshkonong Creek,Headwaters Koshkonong Creek,51.5,4218,NA,2010,Natural,0,0,0.210144928,0,0.782608696,0.007246377,0.005733945,0.02293578,0.106651376,0.006880734,0.853211009,0.004587156,0.000286,0.518613975,0.073024055,0.010595647,0.041523482,0.018041237,0.02233677,0.035509737,0,0.223940435,0,0.035223368,0.001145475,0,0.01975945,0.070160367,0.108247423,0.055269187,0.02233677,0.74255441,0.001145475,22,7,90,95,0,0,22.2,359.9,380.6,14.8,1.24,0.18,6.15,587.2,7.77,3.48,41.55,413.88,7.68,0.2,451.08,22.65,87.94,NA,0,45,25,30,5,95,"Mud,Vegetation,NA",5,1,1,4,2.75,3,"Thick layer ~40 ft of cattail wuth DW wolffia, forked on top elodia and coontail beneath. In open water sago and leafy with some coontail. Possiblesmall fish, lots of leeches, Belo, Damsel, Nepidae, tons of cladocera.",NA,42,19,19,0,4,23,0,42,0,4,4,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"None detected but looks like small fish jumping,,,,NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCS,1,McCarthy South,MCS_1,7/11/2019,2019,7,11,12:00:00,12:45:00,0:45,"EC,EP,BC",Rural,43.11861507,-89.19289394,321602.102,4776320.986,COUNTY OF DANE,Koshkonong Creek,Headwaters Koshkonong Creek,51.5,4218,277,2010,Natural,0,0,0.210144928,0,0.782608696,0.007246377,0.005733945,0.02293578,0.106651376,0.006880734,0.853211009,0.004587156,0.000286,0.518613975,0.073024055,0.010595647,0.041523482,0.018041237,0.02233677,0.035509737,0,0.223940435,0,0.035223368,0.001145475,0,0.01975945,0.070160367,0.108247423,0.055269187,0.02233677,0.74255441,0.001145475,26,9,54,5,NA,2,28.3,453.6,464.1,80.4,6.58,0.22,27.22,281.2,NA,3.48,41.55,413.88,7.68,0.2,451.08,22.65,87.94,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zoop tows were dragged,42,19,19,0,4,23,0,42,0,4,4,1,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,backswimmers,1.5,seines couldn’t get under veg so very little collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCS,2,McCarthy South,MCS_2,8/15/2019,2019,8,15,10:38:00,10:52:00,0:14,"EC,EP,CL",Rural,43.11861507,-89.19289394,321602.102,4776320.986,COUNTY OF DANE,Koshkonong Creek,Headwaters Koshkonong Creek,51.5,4218,272,2010,Natural,0,0,0.210144928,0,0.782608696,0.007246377,0.005733945,0.02293578,0.106651376,0.006880734,0.853211009,0.004587156,0.000286,0.518613975,0.073024055,0.010595647,0.041523482,0.018041237,0.02233677,0.035509737,0,0.223940435,0,0.035223368,0.001145475,0,0.01975945,0.070160367,0.108247423,0.055269187,0.02233677,0.74255441,0.001145475,23,5,55,2,NA,2,18.1,332.2,383.1,12.3,1.13,0.18,34.18,341.6,NA,3.48,41.55,413.88,7.68,0.2,451.08,22.65,87.94,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no snail density recorded,42,19,19,0,4,23,0,42,0,4,4,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Shallow sweeps/seines due to duckweed and parrot's feather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCF,3,McFarland,MCF_3,6/6/2020,2020,6,6,9:53:00,11:05:00,1:12,DCT,Rural,43.00350222,-89.27397982,314658.7102,4763712.92,MCFARLAND VILLAGE OF,Lake Kegonsa-Yahara River,Lake Kegonsa-Yahara River,291.83,1339,NA,1974,Natural,0,0.182481752,0.510948905,0,0.306569343,0,0.163030999,0.096440873,0.190585534,0.065442021,0.484500574,0,0,0.272050401,0.038659794,0.001718213,0.098224513,0.052119129,0.071305842,0.240836197,0,0.128293242,0,0.015463918,0,0,0.081328751,0.152061856,0.054123711,0.322164948,0.071305842,0.400343643,0,22,7,55,30,0,15,23.8,257.5,263.7,65.9,5.43,0.12,320.88,198.9,7.66,6.23,74.33,283.28,7.67,0.13,146.83,23.25,110.49,NA,0,60,10,30,90,10,"Firm Soil,Mud,NA",5,1,2,5,3.25,3.5,Edges dominated by willow and phalaras. Soil is firm and drops quickly past 1m. Shallow areas with mud in willows. Not much submergent past edges.,NA,56,17,27,6,12,39,0,56,0,6,5,1,1,1,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,"Mud Minnow, Fathead Minnow, Black Bullhead Catfish, Northern Clearwater Crayfish,,,,NA",0,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MCF,4,McFarland,MCF_4,8/3/2020,2020,8,3,8:16:00,9:56:00,1:40,DCT,Rural,43.00350222,-89.27397982,314658.7102,4763712.92,MCFARLAND VILLAGE OF,Lake Kegonsa-Yahara River,Lake Kegonsa-Yahara River,291.83,1339,NA,1974,Natural,0,0.182481752,0.510948905,0,0.306569343,0,0.163030999,0.096440873,0.190585534,0.065442021,0.484500574,0,0,0.272050401,0.038659794,0.001718213,0.098224513,0.052119129,0.071305842,0.240836197,0,0.128293242,0,0.015463918,0,0,0.081328751,0.152061856,0.054123711,0.322164948,0.071305842,0.400343643,0,14,10,79,100,0,20,22.6,221.2,232,30.8,2.59,0.11,7.23,166.2,7.68,6.23,74.33,283.28,7.67,0.13,146.83,23.25,110.49,NA,0,60,5,35,67,33,"Mud,,NA",5,4,1,5,3.75,3.5,"Drops off to deeper water quickly, very little submergent detected along shoreline, almost entirely mosses along edge. Lots of forked DW. 2nd pond behind main almost entirely dry with lots of stranded ranid tads. Water line ~1m lower than NHWL with most shallow benches just mud now.",NA,56,17,27,6,12,39,0,56,0,6,5,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,1,NA,"Mudminnow, sunfish, large fish jumping,,,,NA",0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF,1,McFarland,MCF_1,6/18/2019,2019,6,18,12:30:00,13:18:00,0:48,"DP,EC,CL,EP",Rural,43.00350222,-89.27397982,314658.7102,4763712.92,MCFARLAND VILLAGE OF,Lake Kegonsa-Yahara River,Lake Kegonsa-Yahara River,291.83,1339,272,1974,Natural,0,0.182481752,0.510948905,0,0.306569343,0,0.163030999,0.096440873,0.190585534,0.065442021,0.484500574,0,0,0.272050401,0.038659794,0.001718213,0.098224513,0.052119129,0.071305842,0.240836197,0,0.128293242,0,0.015463918,0,0,0.081328751,0.152061856,0.054123711,0.322164948,0.071305842,0.400343643,0,24,6,57,92,NA,10,20.6,292.9,319.8,130.7,11.39,0.15,3.94,105.4,NA,6.23,74.33,283.28,7.67,0.13,146.83,23.25,110.49,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No area/perimeter calculation, No photo number, No inflows/outflows recorded",56,17,27,6,12,39,0,56,0,6,5,1,0,1,0,0,0,0,0,0,1,NA,0,0,0,1,NA,"Fatheads, Mudminnows",0,1,1,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,NA,6,No distance on 3rd seine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCF,2,McFarland,MCF_2,7/30/2019,2019,7,30,12:55:00,13:13:00,0:18,"ES,CL,EP",Rural,43.00350222,-89.27397982,314658.7102,4763712.92,MCFARLAND VILLAGE OF,Lake Kegonsa-Yahara River,Lake Kegonsa-Yahara River,291.83,1339,238,1974,Natural,0,0.182481752,0.510948905,0,0.306569343,0,0.163030999,0.096440873,0.190585534,0.065442021,0.484500574,0,0,0.272050401,0.038659794,0.001718213,0.098224513,0.052119129,0.071305842,0.240836197,0,0.128293242,0,0.015463918,0,0,0.081328751,0.152061856,0.054123711,0.322164948,0.071305842,0.400343643,0,23,8,49,70,NA,8,26,323.9,317.6,69.9,5.52,0.15,6.66,116.8,NA,6.23,74.33,283.28,7.67,0.13,146.83,23.25,110.49,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,17,27,6,12,39,0,56,0,6,5,0,1,0,1,0,0,1,0,0,1,Painted,1,0,0,1,NA,"Shiner, stickleback",1,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MP,3,Meadow Pond,MP_3,6/4/2020,2020,6,4,10:01:00,10:58:00,0:57,DCT,Rural,43.04132307,-89.56619813,290968.7573,4768599.759,City of Madison Storm Water,Headwaters Sugar River,Badger Mill Creek,434.2,9849,NA,1995,Natural,0.035714286,0,0.071428571,0.064285714,0.814285714,0.014285714,0.099542334,0.04576659,0.011441648,0.043478261,0.797482838,0.00228833,0,0.329708071,0.025758443,0.007155123,0.085289067,0.043216943,0.093875215,0.007155123,0.010589582,0.360045793,0,0.031196337,0.003720664,0.002289639,0,0.135661133,0.067544362,0.007155123,0.093875215,0.692043503,0.003720664,26,6,57,NA,2,3,24.5,269.2,271.7,45.3,3.7,0.13,224.42,173.5,7.28,6.81,87.43,325.3,7.28,0.15,147.03,25.25,134.63,NA,NA,98,1,1,90,10,"Firm Soil,Rock ,",1,1,2,2,1.5,1.88,"Water level seems higher than normal, rain 2 days ago, Phalaras is flooded and only emergent veg. observed besides willows and trees. Only submergent is Pota. Spp. Though covered in algae. Very sparse duckweed, far more floating algae. Vast majority of pond only 0.8m deep with a couple of spots at 1m.",NA,28,6,13,6,10,23,1,29,1,4,4,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Pumpkinseed, several dead or dying,,,,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,4,Meadow Pond,MP_4,7/28/2020,2020,7,28,8:05:00,9:17:00,1:12,DCT,Rural,43.04132307,-89.56619813,290968.7573,4768599.759,City of Madison Storm Water,Headwaters Sugar River,Badger Mill Creek,434.2,9849,NA,1995,Natural,0.035714286,0,0.071428571,0.064285714,0.814285714,0.014285714,0.099542334,0.04576659,0.011441648,0.043478261,0.797482838,0.00228833,0,0.329708071,0.025758443,0.007155123,0.085289067,0.043216943,0.093875215,0.007155123,0.010589582,0.360045793,0,0.031196337,0.003720664,0.002289639,0,0.135661133,0.067544362,0.007155123,0.093875215,0.692043503,0.003720664,21,2,74,90,2,2,22.9,152.3,158.8,18.7,1.55,0.07,5.42,159.9,7.28,6.81,87.43,325.3,7.28,0.15,147.03,25.25,134.63,NA,0,80,10,10,90,10,"Firm Soil,Rock ,Leaf Litter",3,1,3,2,2.25,1.88,"Raining as soon as I started, light rain ~5 mins. 100s of small fish jumping after rain. Tons of hair algae both floating and submerged. Deep water does not have veg. 1000s of water striders. Wide areas of flooded Phalaras. Inflows from neighborhood seen but fairly distant from actual pond.",NA,28,6,13,6,10,23,1,29,1,4,4,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Bullhead Catfish, Sunfish likely Pumpkinseed,,,,",0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,1,Meadow Pond,MP_1,6/26/2019,2019,6,26,14:45:00,15:20:00,0:35,"ES,EC,CL,EP",Rural,43.04132307,-89.56619813,290968.7573,4768599.759,City of Madison Storm Water,Headwaters Sugar River,Badger Mill Creek,434.2,9849,320,1995,Natural,0.035714286,0,0.071428571,0.064285714,0.814285714,0.014285714,0.099542334,0.04576659,0.011441648,0.043478261,0.797482838,0.00228833,0,0.329708071,0.025758443,0.007155123,0.085289067,0.043216943,0.093875215,0.007155123,0.010589582,0.360045793,0,0.031196337,0.003720664,0.002289639,0,0.135661133,0.067544362,0.007155123,0.093875215,0.692043503,0.003720664,29,4,38,50,NA,16,28.4,558,524,180.2,13.54,0.25,107.81,101.7,NA,6.81,87.43,325.3,7.28,0.15,147.03,25.25,134.63,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No area/perimeter calculated due to size of pond, 3rd zoop tow distance not recorded, no inflows/outflows recorded",28,6,13,6,10,23,1,29,1,4,4,1,1,0,0,1,0,0,0,0,1,NA,0,0,0,0,NA,Catfish,0,0,1,1,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Physids,5.5,"No distances on seines 1, 3, or 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
